Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1989,Victor Floyd,Florida State,RB,71.6,208,,,,4.56,6,34.5,117,4.15,,11.98
1989,Charvez Foger,Nevada Las Vegas,RB,69.4,211,,,,,17,,,,,
1989,Mark Green,Notre Dame,RB,71.1,184,,,,4.62,14,30,105,4.4,,11.96
1989,John Harvey,Texas-El Paso,RB,71.5,184,,,,4.64,,29.5,114,4.2,,11.51
1989,Joe Henderson,Iowa State,RB,71.9,205,,,,,17,,,,,
1989,Tony Hinz,Harvard,RB,73.6,212,,,,4.76,15,30.5,121,4.17,,11.24
1989,Tracy Johnson,Clemson,RB,71.9,231,,,,4.88,19,,,,,
1989,Undra Johnson,West Virginia,RB,69.3,198,,,,4.6,15,30,106,4.34,,11.75
1989,Keith Jones,Illinois,RB,73,208,,,,4.58,16,37.5,124,,,
1989,Doug Lloyd,North Dakota State,RB,72.6,214,,,,4.64,14,31.5,115,4.06,,10.98
1989,Mike Mcgee,Bowling Green (OH),RB,72.3,228,,,,4.75,18,32,114,4.24,,11.81
1989,Todd Mcnair,Temple,RB,72.6,185,,,,4.7,,38,124,4.15,,11.52
1989,Dave Meggett,Towson (MD),RB,67.3,174,,,,4.64,20,34.5,122,4.26,,11.72
1989,Eric Mitchel,Oklahoma,RB,71.4,205,,,,4.44,12,34,116,4.2,,11.49
1989,Greg Paterra,Slippery Rock (PA),RB,70.6,210,,,,4.56,21,34,117,4.48,,11.96
1989,Damon Stell,Oklahoma,RB,70.5,199,,,,4.74,10,33,114,4.35,,11.7
1989,Lewis Tillman,Jackson State (MS),RB,71,193,,,,4.67,16,31.5,109,4.31,,11.86
1989,Jamie Townsend,Eastern Washington,RB,70.3,179,,,,4.7,12,30.5,104,4.49,,12.18
1989,Alonzo Washington,Arizona,RB,70.5,212,,,,4.75,,29.5,104,4.3,,11.82
1989,Vince Workman,Ohio State,RB,70,195,,,,4.74,13,30,110,,,
1988,Marvin Allen,Tulane (LA),RB,69.8,213,9,,,4.55,15,31,110,4.54,,12.56
1988,Richard Calvin,Washington State,RB,72.3,198,8.25,,,4.7,10,28,109,4.44,,11.87
1988,Patrick Collins,Oklahoma,RB,69.4,197,9.25,,,4.49,10,33.5,110,4.29,,11.74
1988,George Cooper,Ohio State,RB,73,245,9.5,,,4.9,16,30,109,4.29,,12.01
1988,Robert Delpino,Missouri,RB,71.4,201,9.5,,,4.54,13,34,120,4.15,,11.47
1988,Lucius Floyd,Nevada Las Vegas,RB,70.6,190,8.5,,,4.69,12,31.5,117,4.28,,12.08
1988,Kenny Gamble,Colgate (NY),RB,70.5,196,8.5,,,4.69,,30,111,4.48,,11.86
1988,Gaston Green,UCLA,RB,70.3,189,8.5,,,4.32,8,33.5,119,4.27,,12
1988,Kevin Harmon,Iowa,RB,71.9,196,8.5,,,4.6,8,27.5,106,4.19,,11.96
1988,Mark Higgs,Kentucky,RB,67,195,8.5,,,4.53,17,43,126,4.16,,11.38
1988,Alan Hooker,North Carolina A&T,RB,73,190,9.75,,,4.69,,33.5,123,4.5,,
1988,William Howard,Tennessee,RB,71.9,242,8.5,,,4.89,17,26,104,4.42,,11.74
1988,Kenny Jackson,San Jose State,RB,70.8,191,9.5,,,4.77,7,28.5,114,4.54,,12.23
1988,Tony Jeffery,TCU,RB,70.9,208,9,,,4.48,15,28,115,4.4,,11.76
1988,Rory Johnson,St. Joseph's (IN),RB,70.5,222,9,,,4.81,31,31.5,111,4.56,,12.49
1988,Keith Jones,Nebraska,RB,69.1,179,8,,,4.38,6,36,117,4.19,,11.48
1988,Gordon Lockbaum,Holy Cross (MA),RB,70.6,195,8.75,,,4.75,16,30,111,4.13,,11.4
1988,Darryl Mcgill,Wake Forest,RB,69.9,213,9.5,,,4.59,20,30.5,,,,
1988,Jamie Morris,Michigan,RB,66.8,185,8.25,,,4.54,,30.5,110,4.41,,11.58
1988,Burton Murchison,Lamar (TX),RB,71.8,205,9.5,,,,,,,,,
1988,Carl Painter,Hampton (VA),RB,69.5,184,9.5,,,,9,,,,,
1988,Gary Patton,Eastern Michigan,RB,68.5,193,9.75,,,4.63,8,30.5,108,4.32,,11.42
1988,James Primus,UCLA,RB,70.8,196,8,,,4.49,14,33.5,114,4.28,,11.48
1988,Harvey Reed,Howard (DC),RB,71,181,9,,,4.5,9,32,119,4.21,,11.49
1988,James Saxon,San Jose State,RB,71.1,205,9.25,,,4.67,12,31,115,4.42,,11.97
1988,John Stephens,Northwestern State (LA),RB,72.1,220,8.5,,,4.41,23,35.5,116,4.22,,11.34
1988,Lars Tate,Georgia,RB,73.6,213,8.75,,,4.47,18,31.5,124,4.37,,11.69
1988,Thurman Thomas,Oklahoma State,RB,69.9,198,8.75,,,4.47,13,33,114,4.21,,11.39
1988,Reggie Ware,Auburn,RB,73,241,8.5,,,4.59,17,34,109,4.4,,12.01
1988,Lorenzo White,Michigan State,RB,70.6,207,9,,,,,,,,,
1988,Warren Williams,Miami (FL),RB,72.1,190,8,,,,8,,,,,
1988,Keith Woodside,Texas A&M,RB,71.4,203,8.5,,,4.59,14,30.5,113,4.3,,11.42
1987,Steve Bartalo,Colorado State,RB,68.8,201,9.5,28,,4.83,14,28.5,114,4.05,,11.34
1987,Rod Bernstine,Texas A&M,RB,75,238,10,32.25,,4.68,18,29.5,112,4.39,,12.01
1987,Tom Brown,Pittsburgh,RB,72.5,218,8.5,29.75,,4.69,19,25.5,97,4.35,,11.8
1987,Tony Burse,Middle Tennessee State,RB,72,220,9.5,30.5,,4.71,20,27.5,104,4.88,,12.37
1987,D.J. Dozier,Penn State,RB,72.3,204,10.25,31.25,,,,34,122,,,
1987,Doug Dubose,Nebraska,RB,71,191,8.75,29.5,,,11,,,,,
1987,Larry Emory,Wisconsin,RB,68.6,193,9.25,30,,4.6,13,30,116,4.02,,11.47
1987,Terrence Flagler,Clemson,RB,71.6,199,9.75,30,,4.52,15,30.5,113,4.41,,12.2
1987,Kenneth Flowers,Clemson,RB,71.9,211,9.5,31.25,,4.44,14,31,119,4.4,,11.86
1987,Tracy Ham,Georgia Southern,RB,70.3,196,9.25,30,,4.74,6,28,110,4.28,,11.8
1987,Lakei Heimuli,Brigham Young,RB,70.8,219,9.5,30,,4.81,20,29.5,101,4.75,,12.63
1987,John Holifield,West Virginia,RB,71.1,208,9.25,31,,4.55,14,30.5,115,4.15,,11.67
1987,Alfred Jenkins,Arizona,RB,75.3,218,10.25,32,,4.74,,31,116,4.49,,
1987,Tim Jessie,Auburn,RB,71.3,190,9.5,31.25,,,12,,,,,
1987,Bobby Morse,Michigan State,RB,69.6,201,9.75,29.75,,4.65,14,29,110,4.07,,11.5
1987,Christian Okoye,Azusa Pacific (CA),RB,73.6,250,9.75,33,,,21,31,,,,
1987,Darryl Oliver,Miami (FL),RB,70.8,194,9.5,31.5,,4.63,12,28,112,4.4,,12.07
1987,Paul Palmer,Temple,RB,69.3,184,9.75,29.75,,4.53,11,30,116,4.22,,11.49
1987,Kerry Porter,Washington State,RB,73.6,209,9.5,31.75,,4.47,9,32.5,118,4.18,,11.48
1987,John Settle,Appalachian State (NC),RB,69.3,207,8.75,30.5,,4.75,10,29,112,4.51,,12.14
1987,Edwin Simmons,Texas,RB,75.3,237,10,34.5,,4.54,12,34,123,4.77,,12.63
1987,Don Smith,Mississippi State,RB,71.3,199,,,,4.67,11,30,114,,,
1987,Steve Smith,Penn State,RB,72.9,244,10.75,31,,,12,,,,,
1987,Timmy Smith,Texas Tech,RB,70.6,216,9,27.75,,,10,,,,,
1987,Troy Stradford,Boston College,RB,68.8,192,,,,4.65,,31,116,4.55,,11.18
1987,George Swarn,Miami (OH),RB,70.8,205,8.5,32.25,,4.6,16,33.5,121,4.25,,11.34
1987,Spencer Tillman,Oklahoma,RB,70.4,202,9.25,29,,4.58,18,27,103,4.21,,11.51
1987,Maurice Williams,Virginia Tech,RB,71.5,213,7.5,31,,4.77,13,28,104,4.57,,12.37
1987,Carl Woods,Vanderbilt,RB,71,198,9.75,30.5,,4.6,11,27.5,106,4.19,,11.82
1987,John Wooldridge,Ohio State,RB,68.4,193,,,,,,,,,,
